key,project_name,organization_name,lg_code,prefecture_name,cft_issue_year,cft_issue_date,external_document_uri,sampling_subgroup,matched_subgroups,core_it_delivery,digital_or_ai_adjacent,system_development,system_services,software_applications,operations_maintenance,cloud,cybersecurity,network_infrastructure,end_user_computing,data_digital,artificial_intelligence,review_decision,incorrect_or_boundary_tags,review_notes
Z292Ny9jYnJfbWxpdC8yMDIyLzIwMjIwMjAxXzAzOTQ3Cg==,令和４年度 中部技術システムホスティング環境提供業務,国土交通省中部地方整備局,23,愛知県,2022,2022-02-01T00:00:00+09:00,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/r3/220201-kankyou-chugi.pdf,system_services,system_services,True,False,False,True,False,False,False,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
dG9reW8vcmlueWFfbWFmZl9nby8yMDI1LzIwMjUxMjI2XzAwMDE4Cg==,令和8年度流通木材の合法性確認システムに係る運用・保守及びクラウドサービス提供業務(PDF : 241KB),林野庁,13,東京都,2025,2025-12-26T00:00:00+09:00,https://www.rinya.maff.go.jp/j/supply/nyusatu/buppin/attach/pdf/system-701.pdf,system_services,system_services|operations_maintenance|cloud,True,False,False,True,False,True,True,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
Z292NS9haXN0X3VuaXQvMjAyNS8yMDI1MDEwOF8wNzIyNgo=,産総研情報システム環境のゼロトラスト化に係る導入支援業務,国立研究開発法人産業技術総合研究所,13,東京都,2025,2025-01-08T00:00:00+09:00,https://www.aist.go.jp/aist_j/procure/supplyinfo/pub/detail/NLM2LNB0,cybersecurity,system_development|cybersecurity,True,False,True,False,False,False,False,True,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
Z292NS9yb2Z1a3UvMjAyNS8yMDI1MDUwN18wMjI1OQo=,2025 年度情報セキュリティ監査、脆弱性診断、標的型メール攻撃訓練業務委託 一式（本部）,独立行政法人労働者健康安全機構,14,神奈川県,2025,2025-05-07T00:00:00+09:00,https://www.johas.go.jp/Portals/0/data0/jigyogaiyo/choutatsu/nyusatsu/0705/nyuusatsu070507(1).pdf,cybersecurity,cybersecurity,True,False,False,False,False,False,False,True,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
c2VhcmNoL3BfcG9ydGFsLzIwMjMvMTAvMjAyMzEwMDVfMDk0NjgK,【本省】令和５年度経済産業省情報セキュリティ監査等業務役務請負,経済産業省,13,東京都,2023,2023-10-05T00:00:00+09:00,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,cybersecurity,cybersecurity,True,False,False,False,False,False,False,True,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
Z292NC9tb2RfbmFpa3lva3UvMjAyMi8yMDIyMDcyN18wNDAzNAo=,ＡＳＥＡＮ各国に対する能力構築支援事業（サイバーセキュリティ）の実施に係る支援役務,防衛省自衛隊,13,東京都,2022,2022-07-27T00:00:00+09:00,https://www.mod.go.jp/j/budget/chotatsu/naikyoku/nyuusatu/2022/0727b.pdf,cybersecurity,cybersecurity,True,False,False,False,False,False,False,True,False,False,False,False,uncertain,cybersecurity,Cybersecurity capability-building may be advisory/training rather than technical delivery; title alone is insufficient.
b3Nha2EvbWlub2hfY2l0eS8yMDIzLzIwMjMwOTI5XzAwMTk2Cg==,令和5年度箕面市情報セキュリティ監査業務委託にかかる一般競争入札の実施について,大阪府箕面市,27,大阪府,2023,2023-09-29T00:00:00+09:00,https://www.city.minoh.lg.jp/keiyaku/ippannkyousounyuusatu/documents/5sekyurity.html,cybersecurity,cybersecurity,True,False,False,False,False,False,False,True,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
c2VhcmNoL3BfcG9ydGFsLzIwMjQvMDUvMjAyNDA1MjFfMzExOTMK,ＡＳＥＡＮに対する能力構築支援事業（サイバーセキュリティ招へい）に係る支援役務,防衛省,13,東京都,2024,2024-05-21T00:00:00+09:00,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,cybersecurity,cybersecurity,True,False,False,False,False,False,False,True,False,False,False,False,uncertain,cybersecurity,Invitation/capability-building support may be event or training work rather than technical cybersecurity delivery.
Z292NS9yb2Z1a3UvMjAyNC8yMDI0MDUxN18wMjAwNgo=,2024 年度情報セキュリティ監査、脆弱性診断、標的型メール攻撃訓練業務委託一式（本部）,独立行政法人労働者健康安全機構,14,神奈川県,2024,2024-05-17T00:00:00+09:00,https://www.johas.go.jp/Portals/0/data0/jigyogaiyo/choutatsu/nyusatsu/0605/nyuusatsu060517.pdf,cybersecurity,cybersecurity,True,False,False,False,False,False,False,True,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
Z292NS9yb2Z1a3UvMjAyMi8yMDIyMDQxNV8wMTUwOQo=,２０２２年度情報セキュリティ監査、脆弱性診断、標的型メール攻撃 訓練業務委託 一式 （本部）,独立行政法人労働者健康安全機構,14,神奈川県,2022,2022-04-15T00:00:00+09:00,https://www.johas.go.jp/Portals/0/data0/jigyogaiyo/choutatsu/nyusatsu/0404/nyuusatsu040415(1).pdf,cybersecurity,cybersecurity,True,False,False,False,False,False,False,True,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
b3Nha2EvbWlub2hfY2l0eS8yMDIyLzIwMjIxMDAzXzAwMzQ2Cg==,令和4年度箕面市情報セキュリティ監査業務委託に係る一般競争入札の実施について,大阪府箕面市,27,大阪府,2022,2022-10-03T00:00:00+09:00,https://www.city.minoh.lg.jp/keiyaku/ippannkyousounyuusatu/documents/jouhoukannsasekyuriti.html,cybersecurity,cybersecurity,True,False,False,False,False,False,False,True,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
b3Nha2EvbWlub2hfY2l0eS8yMDI1LzIwMjUxMDAzXzAwMDA1Cg==,令和7年度箕面市情報セキュリティ監査業務委託にかかる一般競争入札の実施について,大阪府箕面市,27,大阪府,2025,2025-10-03T00:00:00+09:00,https://www.city.minoh.lg.jp/keiyaku/ippannkyousounyuusatu/documents/r7jyouhousecuritykansaitaku.html,cybersecurity,cybersecurity,True,False,False,False,False,False,False,True,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
Z292NS9yb2Z1a3UvMjAyMy8yMDIzMDQyN18wMTczNQo=,2023 年度情報セキュリティ監査、脆弱性診断、標的型メール攻撃訓練 業務委託 一式（本部）,独立行政法人労働者健康安全機構,14,神奈川県,2023,2023-04-27T00:00:00+09:00,https://www.johas.go.jp/Portals/0/data0/jigyogaiyo/choutatsu/nyusatsu/0504/nyuusatsu050427(1).pdf,cybersecurity,cybersecurity,True,False,False,False,False,False,False,True,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
Z292My9tb2RfZ3NkZl9lYWVfZWFmaW4vMjAyNC8yMDI0MDIwMl8xMzQ4Mwo=,小型無人機対処器材ソフトウェアの更新役務,防衛省陸上自衛隊東部方面会計隊,13,東京都,2024,2024-02-02T00:00:00+09:00,https://www.mod.go.jp/gsdf/eae/kaikei/eafin/R4koukoku/20240213-413A-1120.pdf,software_applications,software_applications,True,False,False,False,True,False,False,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
ZnVrdW9rYS9reXV0ZWNoX3VuaXYvMjAyMi8yMDIyMTIxNF8wMTA4MAo=,レザバー計算用ソフトウェアのクラウド設置基本設計業務および性能評価業務 一式,国立大学法人九州工業大学,40,福岡県,2022,2022-12-14T00:00:00+09:00,https://db.jimu.kyutech.ac.jp/cgi-bin/cbdb/db.cgi/%E5%85%AC%E5%91%8A%EF%BC%89%E3%83%AC%E3%82%B6%E3%83%90%E3%83%BC%E8%A8%88%E7%AE%97%E7%94%A8%E3%82%BD%E3%83%95%E3%83%88%E3%82%A6%E3%82%A7%E3%82%A2%E3%81%AE%E3%82%AF%E3%83%A9%E3%82%A6%E3%83%89%E8%A8%AD%E7%BD%AE%E5%9F%BA%E6%9C%AC%E8%A8%AD%E8%A8%88%E6%A5%AD%E5%8B%99%E3%81%8A%E3%82%88%E3%81%B3%E6%80%A7%E8%83%BD%E8%A9%95%E4%BE%A1%E6%A5%AD%E5%8B%99.pdf?page=DBDownload&did=252&rid=2336&fid=12&ct=1&fileext=.pdf,software_applications,software_applications|cloud,True,False,False,False,True,False,True,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
Z292My9tb2RfZGloLzIwMjUvMjAyNTAyMjFfMDEwODUK,高性能画像判読ＡＩＣＯＴＳソフトウェアインストール役務,防衛省情報本部,13,東京都,2025,2025-02-21T00:00:00+09:00,https://www.mod.go.jp/dih/7.2.21-255.pdf,software_applications,software_applications|artificial_intelligence,True,False,False,False,True,False,False,False,False,False,False,True,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
b3Nha2EvbWlub2hfY2l0eS8yMDI0LzIwMjQwNTAxXzAwMTU2Cg==,箕面市保育所入所選考等支援ソフトウェア導入等業務委託に係る総合評価入札方式による一般競争入札の実施について,大阪府箕面市,27,大阪府,2024,2024-05-01T00:00:00+09:00,https://www.city.minoh.lg.jp/infancy/nyuusasatu2024.html,software_applications,software_applications,True,False,False,False,True,False,False,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
b3Nha2Evb3Nha2FfY2l0eS8yMDIzLzIwMjMwMTE5XzAwNTQ1Cg==,令和5年度マイクロソフト社製ソフトウェア等ライセンス取得業務委託（概算契約）,大阪府大阪市,27,大阪府,2023,2023-01-19T00:00:00+09:00,https://www.city.osaka.lg.jp/templates/buppin_nyusatsuanken/cmsfiles/contents/0000589/589994/00_koukokubun.pdf,software_applications,software_applications,True,False,False,False,True,False,False,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
aG9ra2FpZG8vcmlrdXppaG9rdWJ1a2Fpa2VpLzIwMjQvMjAyNDAyMjBfMDQxODEK,小型無人機対処器材ソフトウェアの更新役務,防衛省陸上自衛隊北部方面会計隊本部,01,北海道,2024,2024-02-20T00:00:00+09:00,https://www.mod.go.jp/gsdf/nae/fin/nafin/pdf/public_n/06/02/060220-okadama-n-kogatamuzinnki.pdf,software_applications,software_applications,True,False,False,False,True,False,False,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
c2VhcmNoL3BfcG9ydGFsLzIwMjQvMDMvMjAyNDAzMDRfMjQxNjIK,令和６年度福岡国税局におけるアプリケーション開発等支援に係る委託業務,財務省,40,福岡県,2024,2024-03-04T00:00:00+09:00,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,software_applications,software_applications,True,False,False,False,True,False,False,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
Z292NC9tb2RfbmFpa3lva3UvMjAyMi8yMDIyMTEyOV8wMzk0Nwo=,人事・給与情報システム アプリケーション保守役務,防衛省自衛隊,13,東京都,2022,2022-11-29T00:00:00+09:00,https://www.mod.go.jp/j/budget/chotatsu/naikyoku/nyuusatu/2022/1129c.pdf,software_applications,software_applications|operations_maintenance,True,False,False,False,True,True,False,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
Z292NC9tb2RfbmFpa3lva3UvMjAyMy8yMDIzMDEyNl8wMzg4Mgo=,【訂正公告】人事・給与情報システム アプリケーション保守役務,防衛省自衛隊,13,東京都,2023,2023-01-26T00:00:00+09:00,https://www.mod.go.jp/j/budget/chotatsu/naikyoku/nyuusatu/2023/0126e.pdf,software_applications,software_applications|operations_maintenance,True,False,False,False,True,True,False,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
aG9ra2FpZG8vcmlrdXppaG9rdWJ1a2Fpa2VpLzIwMjUvMjAyNTAyMDdfMDcyOTMK,小型無人機対処器材ソフトウェア更新役務,防衛省陸上自衛隊北部方面会計隊本部,01,北海道,2025,2025-02-07T00:00:00+09:00,https://www.mod.go.jp/gsdf/nae/fin/nafin/pdf/public_n/07/02/070207-374-n-kogata.pdf,software_applications,software_applications,True,False,False,False,True,False,False,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
Z292Ny9jYnJfbWxpdC8yMDIyLzIwMjIxMDE4XzA0MzI2Cg==,令和４年度 RPAソフトウェアライセンス調達及び操作補助業務,国土交通省中部地方整備局,23,愛知県,2022,2022-10-18T00:00:00+09:00,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/r4/221018-rpa-kyoku.pdf,software_applications,software_applications,True,False,False,False,True,False,False,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
Z292NC9tb2RfbmFpa3lva3UvMjAyNC8yMDI0MDMxOV8wNDM2Ngo=,【訂正公告】ＥＰ−３用地上解析装置のためのＡＩ維持管理検証基盤の維持管理等支援役務,防衛省自衛隊,13,東京都,2024,2024-03-19T00:00:00+09:00,https://www.mod.go.jp/j/budget/chotatsu/naikyoku/nyuusatu/2024/0319a.pdf,artificial_intelligence,artificial_intelligence,False,True,False,False,False,False,False,False,False,False,False,True,correct_IT,high_level:digital_or_ai_adjacent,Technical AI-platform maintenance appears to be core delivery despite matching only the AI-adjacent high-level rule.
Z292NS9haXN0X3VuaXQvMjAyNS8yMDI1MDcwOF8wNzI4MAo=,AIチップ設計拠点のクラウド仮想サーバーシステムの構築,国立研究開発法人産業技術総合研究所,13,東京都,2025,2025-07-08T00:00:00+09:00,https://www.aist.go.jp/aist_j/procure/supplyinfo/pub/detail/BKU13X5D,artificial_intelligence,system_development|cloud|network_infrastructure|artificial_intelligence,True,False,True,False,False,False,True,False,True,False,False,True,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
ZnVrdW9rYS9reXV0ZWNoX3VuaXYvMjAyMi8yMDIyMDUxM18wMTAxMQo=,統合創薬AIプラットフォームのユーザインタフェースの拡張 一式,国立大学法人九州工業大学,40,福岡県,2022,2022-05-13T00:00:00+09:00,https://db.jimu.kyutech.ac.jp/cgi-bin/cbdb/db.cgi/%E5%85%AC%E5%91%8A%EF%BC%89%E7%B5%B1%E5%90%88%E5%89%B5%E8%96%ACAI%E3%83%97%E3%83%A9%E3%83%83%E3%83%88%E3%83%95%E3%82%A9%E3%83%BC%E3%83%A0%E3%81%AE%E3%83%A6%E3%83%BC%E3%82%B6%E3%82%A4%E3%83%B3%E3%82%BF%E3%83%95%E3%82%A7%E3%83%BC%E3%82%B9%E3%81%AE%E6%8B%A1%E5%BC%B5%20%E4%B8%80%E5%BC%8F.pdf?page=DBDownload&did=252&rid=2266&fid=12&ct=1&fileext=.pdf,artificial_intelligence,artificial_intelligence,False,True,False,False,False,False,False,False,False,False,False,True,correct_IT,high_level:digital_or_ai_adjacent,User-interface extension is technical software delivery and should likely be core rather than exclusively AI-adjacent.
c2VhcmNoL3BfcG9ydGFsLzIwMjMvMDcvMjAyMzA3MjBfMDMzNDYK,大規模言語モデルを用いた行動予測に関する検討役務,防衛省,13,東京都,2023,2023-07-20T00:00:00+09:00,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,artificial_intelligence,artificial_intelligence,False,True,False,False,False,False,False,False,False,False,False,True,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
Z292Ny9jYnJfbWxpdC8yMDIyLzIwMjIwODE3XzA0Mjc5Cg==,令和４年度 河川景観判読ＡＩの高精度化作業,国土交通省中部地方整備局,23,愛知県,2022,2022-08-17T00:00:00+09:00,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/r4/220817-ai-chugi.pdf,artificial_intelligence,artificial_intelligence,False,True,False,False,False,False,False,False,False,False,False,True,correct_IT,high_level:digital_or_ai_adjacent,Improving an AI model/system is technical delivery and should likely be core rather than exclusively AI-adjacent.
ZnVrdW9rYS9mdWt1b2thX3ByZWYvMjAyNS8yMDI1MDQyNV8wMzc1OQo=,令和７年度AIアプリを活用した英語授業モデルの構築事業（オンライン英会話システムの活用によるパフォーマンステスト）実施業務委託に係る一般競争入札について,福岡県,40,福岡県,2025,2025-04-25T00:00:00+09:00,https://www.pref.fukuoka.lg.jp/bid-info/onlineenglish.html,artificial_intelligence,system_development|artificial_intelligence,True,False,True,False,False,False,False,False,False,False,False,True,false_positive,system_development|artificial_intelligence,Education-program delivery using an AI app and online-conversation system; the title does not establish technical system or AI delivery.
ZnVrdW9rYS9reXV0ZWNoX3VuaXYvMjAyMy8yMDIzMDEzMV8wMTA5Mwo=,ニューロモルフィックダイナミクスに基づく超低電力エッジAIチップ活用APIのROS化 一式,国立大学法人九州工業大学,40,福岡県,2023,2023-01-31T00:00:00+09:00,https://db.jimu.kyutech.ac.jp/cgi-bin/cbdb/db.cgi/%E5%85%AC%E5%91%8A%EF%BC%89%E3%83%8B%E3%83%A5%E3%83%BC%E3%83%AD%E3%83%A2%E3%83%AB%E3%83%95%E3%82%A3%E3%83%83%E3%82%AF%E3%83%80%E3%82%A4%E3%83%8A%E3%83%9F%E3%82%AF%E3%82%B9%E3%81%AB%E5%9F%BA%E3%81%A5%E3%81%8F%E8%B6%85%E4%BD%8E%E9%9B%BB%E5%8A%9B%E3%82%A8%E3%83%83%E3%82%B8AI%E3%83%81%E3%83%83%E3%83%97%E6%B4%BB%E7%94%A8API%E3%81%AEROS%E5%8C%96%20%E4%B8%80%E5%BC%8F.pdf?page=DBDownload&did=252&rid=2348&fid=12&ct=1&fileext=.pdf,artificial_intelligence,artificial_intelligence,False,True,False,False,False,False,False,False,False,False,False,True,correct_IT,high_level:digital_or_ai_adjacent,API/ROS implementation is technical software delivery and should likely be core rather than exclusively AI-adjacent.
b3Nha2EvbWlub2hfY2l0eS8yMDIyLzIwMjIxMTE3XzAwMjY2Cg==,箕面市AIチャットボット構築及び本格稼働に向けた運用支援業務委託に係る総合評価落札方式による一般競争入札の実施について,大阪府箕面市,27,大阪府,2022,2022-11-17T00:00:00+09:00,https://www.city.minoh.lg.jp/gyoukaku/chatobot.html,artificial_intelligence,artificial_intelligence,False,True,False,False,False,False,False,False,False,False,False,True,correct_IT,high_level:digital_or_ai_adjacent,Chatbot construction and operational support are core technical delivery despite matching only the AI subgroup.
Z292Ny9jYnJfbWxpdC8yMDIzLzIwMjMwMTI3XzA0NDk4Cg==,令和５年度 AI-OCRサービス提供業務,国土交通省中部地方整備局,23,愛知県,2023,2023-01-27T00:00:00+09:00,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/r4/230127-ai-kyoku.pdf,artificial_intelligence,artificial_intelligence,False,True,False,False,False,False,False,False,False,False,False,True,correct_IT,high_level:digital_or_ai_adjacent,AI-OCR service provision is a software service and should likely be core rather than exclusively AI-adjacent.
aG9ra2FpZG8yL2hpZ2FzaGlrYWd1cmFfdG93bi8yMDI1LzIwMjUwNzA3XzAwMDAzCg==,東神楽町 AI オンデマンド交通システム導入業務委託公募型プロポーザル実施のお知らせ,北海道東神楽町,01,北海道,2025,2025-07-07T00:00:00+09:00,https://www.town.higashikagura.lg.jp/docs/14757.html,artificial_intelligence,system_development|artificial_intelligence,True,False,True,False,False,False,False,False,False,False,False,True,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
Z292MTAvbmVkb19nby8yMDI1LzIwMjUwNjI2XzAwMDQ2Cg==,「AI・人工知能EXPO2025秋」への出展に係る会場設営・運営業務,国立研究開発法人新エネルギー・産業技術総合開発機構,14,神奈川県,2025,2025-06-26T00:00:00+09:00,https://www.nedo.go.jp/content/800027717.pdf,artificial_intelligence,artificial_intelligence,False,True,False,False,False,False,False,False,False,False,False,True,false_positive,artificial_intelligence,Event booth setup and operation; AI is only the exhibition topic.
Z292NC9tb2RfbmFpa3lva3UvMjAyNS8yMDI1MDQyMl8wNDcxMAo=,クラウド整備指針管理支援役務,防衛省自衛隊,13,東京都,2025,2025-04-22T00:00:00+09:00,https://www.mod.go.jp/j/budget/chotatsu/naikyoku/nyuusatu/2025/0422b.pdf,cloud,cloud,True,False,False,False,False,False,True,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
Z292NC9tb2RfbmFpa3lva3UvMjAyMy8yMDIzMDMyMl8wMzc5OAo=,防衛省・自衛隊におけるクラウド整備指針及び整備計画作成支援役務,防衛省自衛隊,13,東京都,2023,2023-03-22T00:00:00+09:00,https://www.mod.go.jp/j/budget/chotatsu/naikyoku/nyuusatu/2023/0322a.pdf,cloud,cloud,True,False,False,False,False,False,True,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
