key,project_name,organization_name,prefecture_name,external_document_uri,review_decision,suggested_it_tag,review_notes
c2VhcmNoL3BfcG9ydGFsLzIwMjUvMDMvMjAyNTAzMTRfMzkyNjUK,令和７年度中越森林管理署収穫調査業務委託,農林水産省,神奈川県,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,,,
ZnVrdW9rYS9wb2xpY2VfZnVrdW9rYS8yMDI2LzIwMjYwMTIyXzAxNTc2Cg==,クリーンルーム及び排ガス処理装置保守点検業務委託,国家公安委員会（警察庁）福岡県警察,福岡県,https://www.police.pref.fukuoka.jp/data/open/cnt/3/22373/1/20260122koukoku.pdf,,,
ZnVrdW9rYS9mdWt1b2thX3JvdWRvdWt5b2t1LzIwMjUvMjAyNTAxMzFfMDA2OTcK,令和7年度福岡労働局における業務用品類の仕分け、梱包及び配送並びに物品類の運搬及び保管業務委託（単価契約）,厚生労働省福岡労働局,福岡県,https://jsite.mhlw.go.jp/fukuoka-roudoukyoku/content/contents/002095126.pdf,,,
Z292MTAvbmVkb19nby8yMDI2LzIwMjYwNjE2XzAwMDg3Cg==,「nano tech 第26回国際ナノテクノロジー総合展・技術会議」への出展に係る会場設営・運営業務,国立研究開発法人新エネルギー・産業技術総合開発機構,神奈川県,https://www.nedo.go.jp/content/800056742.pdf,,,
ZnVrdW9rYS9va2ljaG8vMjAyNS8yMDI1MTIwNF8wMDM3NQo=,大木町立小中学校清掃業務委託,福岡県大木町,福岡県,https://www.town.ooki.lg.jp/material/files/group/2/nyuusatukoukoku25120431.pdf,,,
aG9ra2FpZG8vaG9ra2FpZG9fcHJlZi8yMDI2LzIwMjYwMzI3XzAzMTQ2Cg==,令和8年度（2026年度）北海道生活支援・介護予防充実強化事業委託業務に係る一般競争入札,北海道,北海道,https://www.pref.hokkaido.lg.jp/hf/khf/houkatukea/147552.html,,,
aG9ra2FpZG8vbmFrYXNoaWJldHN1X3Rvd24vMjAyNi8yMDI2MDUyNl8wMDM3MAo=,設 計 第２号 町立中標津病院空調冷房設備設置実施設計委託業務,北海道中標津町,北海道,http://www.nakashibetsu.jp/file/contents/1002/52258/03.pdf,,,
a2FuYWdhd2EveW9rb2hhbWFfcm9zYWlfaG9zcGl0YWwvMjAyNi8yMDI2MDIyNl8wMDQyMAo=,図書室業務委託,独立行政法人労働者健康安全機構横浜労災病院,神奈川県,https://yokohamah.johas.go.jp/data/media/yokohama_rosai_medical/page/file/prucution/2026022604.pdf,,,
ZnVrdW9rYS9wb2xpY2VfZnVrdW9rYS8yMDI1LzIwMjUxMjEwXzAxNTUxCg==,福岡県警察本部地域部自動車警ら隊外移転業務委託に係る入札について,国家公安委員会（警察庁）福岡県警察,福岡県,https://www.police.pref.fukuoka.jp/data/open/cnt/3/22113/1/koukokujirahokaiten.pdf,,,
dG9reW8vaG91dGVyYXN1X29yLzIwMjYvMjAyNjAyMTlfMDAwMTMK,令和８年度社会保険労務士業務に係る業務委託,日本司法支援センター法テラス,東京都,https://www.houterasu.or.jp/uploaded/attachment/7270.pdf,,,
Z292OS9ucGFfY2h1YnUvMjAyNS8yMDI1MDcxN18wMDUzNAo=,通信鉄塔強度検討等業務委託（Ｒ７）,国家公安委員会（警察庁）中部管区警察局,愛知県,https://www.chubu.npa.go.jp/upload/pdf/chotatsu/ishikawa/R070717_ishikawa_nyusatsu_tettou.pdf,,,
b3Nha2Eva2F0YW5vX2NpdHkvMjAyNS8yMDI1MTIyNV8wMDIxNgo=,市役所本館等受付案内等業務委託,大阪府交野市,大阪府,https://www.city.katano.osaka.jp/docs/2025120200060/file_contents/kaitou.pdf,,,
dG9reW8vbXVyYXlhbWFfaXJ5b19jZW50ZXIvMjAyNi8yMDI2MDYwMV8wMDQ4OQo=,【入札公告】洗濯業務委託,独立行政法人国立病院機構村山医療センター,東京都,https://murayama.hosp.go.jp/pdf/nyusatsu/20260601.pdf,,,
dG9reW8va29kYWlyYV9jaXR5LzIwMjYvMjAyNjA2MjJfMDAwMTYK,BPR推進支援業務委託に係るプロポーザルを実施します,東京都小平市,東京都,https://www.city.kodaira.tokyo.jp/kurashi/files/126631/126631/att_0000022.pdf,,,
Z292Ny9jYnJfbWxpdC8yMDI2LzIwMjYwMjE2XzA1MjIzCg==,令和８年度 自動車修繕単価契約（美濃加茂）,国土交通省中部地方整備局,愛知県,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/data/pdf/k4EFSuetmI20260213_6.pdf,,,
c2VhcmNoL3BfcG9ydGFsLzIwMjYvMDUvMjAyNjA1MTVfNzE0MzIK,新福岡運輸支局における物品移転業務委託契約,国土交通省,福岡県,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,,,
ZnVrdW9rYS9mdWt1b2thX3ByZWYvMjAyNi8yMDI2MDIyNV8wNDE4MAo=,「福岡県工業技術センター機械電子研究所庁用自動車運行管理業務委託」の一般競争入札について,福岡県,福岡県,https://www.pref.fukuoka.lg.jp/bid-info/cyouyoujidousya-itaku.html,,,
Z292Ny9jYnJfbWxpdC8yMDI2LzIwMjYwMzA5XzA1Mjc3Cg==,令和８年度 単価契約富士砂防事務所公共嘱託登記業務（権利に関する登記）,国土交通省中部地方整備局,愛知県,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/data/pdf/ZNyo2Cxukv20260304_12.pdf,,,
b3Nha2EveWFvX2NpdHkvMjAyNS8yMDI1MDQzMF8wMDQyOAo=,八尾市短期集中トレーニングPLUS教室業務委託の一般競争入札の実施について,大阪府八尾市,大阪府,https://www.city.yao.osaka.jp/_res/projects/default_project/_page_/001/017/883/kokuzibunnsei.pdf,,,
aG9ra2FpZG8vaG9ra2FpZG9fcm91ZG91a3lva3UvMjAyNi8yMDI2MDEzMF8wMjM0Mwo=,令和8年度庁舎機械警備業務委託契約（34施設）,厚生労働省北海道労働局,北海道,https://jsite.mhlw.go.jp/hokkaido-roudoukyoku/content/contents/002546828.pdf,,,
c2VhcmNoL3BfcG9ydGFsLzIwMjYvMDYvMjAyNjA2MTJfNzM2NTYK,令和８年度根釧西部森林管理署収穫調査業務委託４号,農林水産省,北海道,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,,,
c2VhcmNoL3BfcG9ydGFsLzIwMjYvMDEvMjAyNjAxMTZfNTgwNjYK,令和7年度檜山森林管理署収穫調査業務委託5号（檜山森林管理署）,農林水産省,北海道,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,,,
c2VhcmNoL3BfcG9ydGFsLzIwMjYvMDEvMjAyNjAxMjZfNTk4MTYK,令和８年度大阪労働局における職員・非常勤職員の婦人がん検診業務委託（単価契約）,厚生労働省,大阪府,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,,,
c2VhcmNoL3BfcG9ydGFsLzIwMjYvMDQvMjAyNjA0MDdfNjkxNjkK,令和８年度廃棄物発電事業の海外展開に向けた本邦技術優位性分析調査委託業務〔総合評価落札方式〕,環境省,東京都,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,,,
Z292Ny9jYnJfbWxpdC8yMDI2LzIwMjYwNzA5XzA1MzcxCg==,令和８年度 沼津河川国道交通量計測装置修繕,国土交通省中部地方整備局,愛知県,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/data/pdf/CNwxYJj51c20260709_11.pdf,,,
aG9ra2FpZG8vaG9ra2FpZG9fcHJlZi8yMDI2LzIwMjYwNTIyXzAzNDAwCg==,令和8年度第2回北海道豊かな海づくり大会運営委託業務に係る一般競争入札の実施について,北海道,北海道,https://www.pref.hokkaido.lg.jp/sr/gkg/258999.html,,,
b3Nha2EvbWlub2hfY2l0eS8yMDI0LzIwMjQxMjI3XzAwMTAxCg==,下水道管路実施設計業務委託（その2）にかかる一般競争入札の実施について,大阪府箕面市,大阪府,https://www.city.minoh.lg.jp/keiyaku/ippannkyousounyuusatu/documents/r6gesuidoukanrosekkei2.html,,,
Z292L2puaW9zaF9nby8yMDI2LzIwMjYwNTI5XzAxMTIwCg==,国外の化学物質の爆発・火災等関連法令調査に係る業務委託[PDF],独立行政法人労働者健康安全機構労働安全衛生総合研究所,東京都,https://www.jniosh.johas.go.jp/procure/pdf/tendering_07-03_1.pdf,,,
Z292MTAvbmVkb19nby8yMDI1LzIwMjUwNTEzXzAwMDQxCg==,「BioJapan 2025」への出展に係る会場設営・運営業務,国立研究開発法人新エネルギー・産業技術総合開発機構,神奈川県,https://www.nedo.go.jp/content/800024581.pdf,,,
c2VhcmNoL3BfcG9ydGFsLzIwMjUvMTEvMjAyNTExMjVfNTM1MzcK,訪日外国人観光客に向けた「伝統的酒造り」のＰＲイベントの運営業務委託,財務省,大阪府,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,,,
aG9ra2FpZG8vYXNhaGlrYXdhX2lyeW9fY2VudGVyLzIwMjYvMjAyNjAxMTZfMDAxOTQK,令和8年度 感染性産業廃棄物・産業廃棄物収集運搬及び処分業務委託,独立行政法人国立病院機構旭川医療センター,北海道,https://asahikawa.hosp.go.jp/procurement/files/R8_0116_kansenhaiki.pdf,,,
a2FuYWdhd2Eva2FuYWdhd2Ffcm91ZG91a3lva3UvMjAyNS8yMDI1MDEyOF8wMTEyNQo=,令和7年度神奈川労働局管内34拠点における文書保管業務委託（単価契約）,厚生労働省神奈川労働局,神奈川県,https://jsite.mhlw.go.jp/kanagawa-roudoukyoku/content/contents/002116265.pdf,,,
aG9ra2FpZG8yL3NpbnJpbmthbnJpa3lva3UvMjAyNi8yMDI2MDMyN18xMTM2Nwo=,令和8年度根釧東部森林管理署収穫調査業務委託2号（電子調達対象案件）,林野庁北海道森林管理局,北海道,https://www.rinya.maff.go.jp/hokkaido/apply/publicsale/konsentoubu/attach/pdf/260327_2-1.pdf,,,
Z292Ny9jYnJfbWxpdC8yMDI1LzIwMjUxMjIzXzA0OTk4Cg==,令和８年度車両管理業務（北勢）,国土交通省中部地方整備局,愛知県,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/data/pdf/TLxA7C0dVV20251217_24.pdf,,,
aG9ra2FpZG8vaGtkX21saXRfZ29fcnVtb2kvMjAyNi8yMDI2MDIxMl8wMDU3OAo=,19. 複合機8台借入及び保守 一式,国土交通省北海道開発局留萌開発建設部,北海道,https://www.hkd.mlit.go.jp/rm/keiyaku/f6h4sv0000000i3g-att/vm69hn0000000j55.pdf,,,
Z292Ny9jYnJfbWxpdC8yMDI1LzIwMjUxMDI5XzA0OTMzCg==,令和７年度 第四出張所空調設備取替修繕,国土交通省中部地方整備局,愛知県,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/data/pdf/G93uYhI1ee20251027_16.pdf,,,
aG9ra2FpZG8yL25pa2lfdG93bi8yMDI2LzIwMjYwMzA1XzAwMDAxCg==,令和7年度仁木町町民スキー場看板作成委託業務公募型プロポーザルの実施について,北海道仁木町,北海道,https://www.town.niki.hokkaido.jp/section/sangyouka/btsphm0000004880-att/btsphm00000048d1.docx,,,
Z292Ni9rYWlob19tbGl0XzAza2Fua3UvMjAyNC8yMDI0MDEyNl8wMTQ2Nwo=,労働者派遣業務（電話交換・単価契約）,海上保安庁第三管区海上保安本部,神奈川県,https://www.kaiho.mlit.go.jp/03kanku/nyusatsu/R6_koukoku/akita/tan12%20koukoku.pdf,,,
c2VhcmNoL3BfcG9ydGFsLzIwMjUvMDQvMjAyNTA0MThfNDE3NjEK,西郷特別地域気象観測所法面改修工事実施設計業務委託,国土交通省,大阪府,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,,,
Z292Mi9pbW1pX21vai8yMDI2LzIwMjYwMjAyXzAyMTQ1Cg==,東京出入国在留管理局成田空港支局分庁舎における清掃業務委託契約（PDF：131KB）,出入国在留管理庁東京出入国在留管理局,東京都,https://www.moj.go.jp/isa/content/001454819.pdf,,,
aG9ra2FpZG8vZW5pd2FfY2l0eS8yMDI2LzIwMjYwNjEwXzAwNjE4Cg==,道路交通量経年調査委託業務（6月10日告示 6月10日～6月19日） (PDFファイル: 124.3KB),北海道恵庭市,北海道,https://www.city.eniwa.hokkaido.jp/material/files/group/8/080610-k2.pdf,,,
YWljaGkvYWljaGlfcm91ZG91a3lva3UvMjAyNS8yMDI1MDIwN18wMDY0Ngo=,2/7～3/4公告 令和7年度愛知労働局富士フイルムビジネスイノベーション製複合機保守業務委託単価契約,厚生労働省愛知労働局,愛知県,https://jsite.mhlw.go.jphttps://www.p-portal.go.jp/pps-web-biz/,,,
c2VhcmNoL3BfcG9ydGFsLzIwMjQvMDIvMjAyNDAyMTVfMjA1MDYK,福岡法務局一般定期健康診断、情報機器作業健康診断及び自動車運転手特別定期健康診断業務委託契約,法務省,福岡県,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,,,
Z292Mi90Yl9tbGl0X2NodWJ1LzIwMjYvMjAyNjAzMjdfMDAyNTIK,公示タイトル,国土交通省中部運輸局,愛知県,https://wwwtb.mlit.go.jp/chubu/soumu/nyuusatsu/PDF%E3%81%AE%E3%83%95%E3%82%A1%E3%82%A4%E3%83%AB%E5%90%8D,,,
dG9reW8vc2V0YWdheWFfY2l0eS8yMDI2LzIwMjYwNTE0XzAwMDEwCg==,新BOP学童クラブ利用手続き業務委託契約プロポーザルの実施について,東京都世田谷区,東京都,https://www.city.setagaya.lg.jp/documents/32943/0youryou.pdf,,,
ZnVrdW9rYS9jaXR5LWt1cnVtZS8yMDI0LzIwMjQwODI2XzAzNzY5Cg==,河川・排水路台帳作成(4工区)業務委託,福岡県久留米市,福岡県,https://www.city.kurume.fukuoka.jp/1090sangyou/2010nyuusatsu/3030koukoku/4010nyuusatsu/files/20240905-14.pdf,,,
ZnVrdW9rYS9jaXR5LWt1cnVtZS8yMDI1LzIwMjUwNjE2XzAzOTM4Cg==,諏訪中学校管理・教室棟改築外工事監理業務委託,福岡県久留米市,福岡県,https://www.city.kurume.fukuoka.jp/1090sangyou/2010nyuusatsu/3030koukoku/4010nyuusatsu/files/20250703-1.pdf,,,
Z292Ny9jYnJfbWxpdC8yMDI2LzIwMjYwMTA2XzA1MDExCg==,令和８年度 静岡国道電気通信施設保守業務,国土交通省中部地方整備局,愛知県,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/data/pdf/VehvdZ4cGT20251223_10.pdf,,,
Z292OS9qc3BzLzIwMjYvMjAyNjA2MjZfMDAyNjEK,Web会議用ライセンス 一式（PDF/158KB）,独立行政法人日本学術振興会,東京都,https://www.jsps.go.jp/file/storage/j-choutatsu/procurement/R7-47_nyusatukoukoku.pdf,,,
c2VhcmNoL3BfcG9ydGFsLzIwMjYvMDQvMjAyNjA0MDdfNjkyNTIK,試験包括支援役務,防衛省,東京都,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,,,
c2VhcmNoL3BfcG9ydGFsLzIwMjYvMDIvMjAyNjAyMjdfNjU3NDUK,令和８年度脱炭素革新素材セルロースナノファイバー普及のための課題解決支援事業委託業務【総合評価落札方式】,環境省,東京都,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,,,
dG9reW8vbXVzYXNoaW5vX2NpdHkvMjAyNi8yMDI2MDQxNF8wMDAwMwo=,FAQ・RAG検索システム提供役務 公募型プロポーザル,東京都武蔵野市,東京都,https://www.city.musashino.lg.jp/_res/projects/default_project/_page_/001/053/068/1jissiyouryou.pdf,,,
b3Nha2Evb3Nha2FfY2l0eS8yMDI2LzIwMjYwMzAyXzAwOTc5Cg==,大阪市非認知能力調査及び研修業務委託,大阪府大阪市,大阪府,https://www.city.osaka.lg.jp/templates/buppin_nyusatsuanken/cmsfiles/contents/0000674/674341/01nyuusatusetumeisho.pdf,,,
YWljaGkyL2N1c3RvbXNfbmFnb3lhLzIwMjUvMjAyNTAyMTBfMDAwNDYK,令和７年度中部国際空港における税関入・出国検査場及び出発ロビー案内等業務委託契約（単価契約（PDF：140KB）,財務省名古屋税関,愛知県,https://www.customs.go.jp/kyotsu/chotatsu/nyusatsu/n_nagoya/ngo_n_20250210_46.pdf,,,
b3Nha2EvdG95b25ha2FfY2l0eS8yMDI0LzIwMjQwNzAyXzAwODY3Cg==,令和6年度水道配水管設計業務委託（No．3）,大阪府豊中市,大阪府,https://www.city.toyonaka.osaka.jp/jigyosya/keiyaku/koukoku/20240702.files/koukoku-suidouitaku3.pdf,,,
c2VhcmNoL3BfcG9ydGFsLzIwMjYvMDEvMjAyNjAxMjFfNTkxMDgK,令和７年度網走西部森林管理署西紋別支署収穫調査業務委託８号,農林水産省,北海道,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,,,
ZnVrdW9rYS9rb2t1cmFfaXJ5b19jZW50ZXIvMjAyNi8yMDI2MDYwNF8wMDMxOQo=,院内清掃業務委託 一式,独立行政法人国立病院機構小倉医療センター,福岡県,https://kokura.hosp.go.jp/uploads/2026/06/20260603.pdf,,,
aG9ra2FpZG8va3VzaXJvX2NpdHkvMjAyNi8yMDI2MDUwMV8wMDUxNwo=,釧路市防災行政無線（同報系）屋外拡声子局更新事業実施設計業務委託【5月19日】,北海道釧路市,北海道,https://www.city.kushiro.lg.jp/_res/projects/default_project/_page_/001/011/456/koukokubun2026000765.pdf,,,
ZnVrdW9rYS9mdWt1b2thX3ByZWYvMjAyNS8yMDI1MDYyN18wMzg0Nwo=,一般競争入札の公告について（福岡県立浮羽工業高等学校 物品移設業務委託）,福岡県,福岡県,https://www.pref.fukuoka.lg.jp/bid-info/ukihak-isetu.html,,,
c2VhcmNoL3BfcG9ydGFsLzIwMjUvMTAvMjAyNTEwMTVfNTExNzYK,行橋公共職業安定所（令７）電話設備改修工事設計業務委託,厚生労働省,福岡県,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,,,
a2FuYWdhd2EvenVzaGlfY2l0eS8yMDI2LzIwMjYwNDIxXzAwMjYxCg==,環境クリーンセンター清掃業務委託,神奈川県逗子市,神奈川県,https://www.city.zushi.kanagawa.jp/_res/projects/default_project/_page_/001/004/649/8koukoku_kannkuriseisouitaku.pdf,,,
a2FuYWdhd2EvY3VzdG9tc195b2tvaGFtYS8yMDI1LzIwMjUwMjA1XzAwMzI0Cg==,令和７年度警備輸送業務委託に係る単価契約（PDF：143KB）,財務省横浜税関,神奈川県,https://www.customs.go.jp/kyotsu/chotatsu/nyusatsu/n_yokohama/yok-nyusatsu-r07k120.pdf,,,
ZnVrdW9rYS9reXVzaHVfZ2FuX2NlbnRlci8yMDI0LzIwMjQxMjAyXzAwMjIyCg==,防災センター等管理業務委託契約,独立行政法人国立病院機構九州がんセンター,福岡県,https://kyushu-cc.hosp.go.jp/filebox/resources/1733097746_2024120201_nyusatsu.pdf,,,
b3Nha2Eva2Fkb21hX2NpdHkvMjAyNi8yMDI2MDQwMV8wMDg4NQo=,開札日：4月20日門真市南部市民センター清掃業務委託,大阪府門真市,大阪府,https://www.city.kadoma.osaka.jp/material/files/group/15/57.pdf,,,
dG9reW8vc2hpbmp1a3VfY2l0eS8yMDI2LzIwMjYwNDE1XzAwMDAxCg==,「ウォーキングイベント実施業務委託」に係る公募型プロポーザルの実施について,東京都新宿区,東京都,https://www.city.shinjuku.lg.jp/content/000423044.pdf,,,
b3Nha2EvdG95b25ha2FfY2l0eS8yMDI0LzIwMjQwNzIzXzAwODkyCg==,令和6年度新免排水区実施設計業務委託,大阪府豊中市,大阪府,https://www.city.toyonaka.osaka.jp/jigyosya/keiyaku/koukoku/20240723.files/koukoku-sinnmennhaisuiku.pdf,,,
Z292Ny9jYnJfbWxpdC8yMDI1LzIwMjUxMjI1XzA1MDA1Cg==,令和８年度 名古屋国道電気通信施設保守業務,国土交通省中部地方整備局,愛知県,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/data/pdf/wNgocHDT7820251217_16.pdf,,,
ZnVrdW9rYS9mdWt1b2thX3ByZWYvMjAyNS8yMDI1MDQwN18wMzc0NAo=,各戸配布広報紙「福岡県だより」の福岡市域における配送等業務委託に係る一般競争入札,福岡県,福岡県,https://www.pref.fukuoka.lg.jp/bid-info/kendayorihaisou-2025.html,,,
ZnVrdW9rYS9mdWt1b2thX3ByZWYvMjAyNS8yMDI1MDIxOF8wMzY3Mgo=,落札者の公示（福岡県教育センター庁舎管理及び清掃業務委託契約）,福岡県,福岡県,https://www.pref.fukuoka.lg.jp/bid-info/kyoikucenter-rakusatu2025.html,,,
c2VhcmNoL3BfcG9ydGFsLzIwMjQvMDUvMjAyNDA1MDhfMzAwMjgK,マザーズハローワーク天神及びマザーズハローワーク北九州におけるパソコン関係セミナー実施業務委託,厚生労働省,福岡県,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,,,
b3Nha2Evb3Nha2F0b25leWFtYV9pcnlvX2NlbnRlci8yMDI2LzIwMjYwMTMwXzAwNDAyCg==,駐車場管理業務委託 一式,独立行政法人国立病院機構大阪刀根山医療センター,大阪府,https://toneyama.hosp.go.jp/personnel/supply/pdf/buppin/20260130_1.pdf,,,
Z292Mi9pbW1pX21vai8yMDI2LzIwMjYwMjEzXzAyMTg3Cg==,令和８年度福岡出入国在留管理局那覇支局那覇空港出張所における警備監視業務委託契約（PDF：168KB）,出入国在留管理庁福岡出入国在留管理局,福岡県,https://www.moj.go.jp/isa/content/001456592.pdf,,,
c2VhcmNoL3BfcG9ydGFsLzIwMjYvMDYvMjAyNjA2MjZfNzQ1OTcK,令和８年度再生材供給サプライチェーン構築支援事業に係る技術開発・実証事業管理等事業委託業務〔総合評価落札方式〕,環境省,東京都,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,,,
c2VhcmNoL3BfcG9ydGFsLzIwMjUvMDMvMjAyNTAzMTBfMzg2NTMK,令和７年度大阪刑務所等臨床検査業務委託契約,法務省,大阪府,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,,,
dG9reW8vbmNjX2dvLzIwMjYvMjAyNjA2MDFfMDM3MjUK,感染性廃棄物処分業務委託,国立研究開発法人国立がん研究センター,東京都,https://www.ncc.go.jp/jp/chotatsu/tsukiji/010/koukoku0601.pdf,,,
b3Nha2Evc2VubmFuX2NpdHkvMjAyNC8yMDI0MDcyMl8wMDAxNwo=,令和6年度3市2町航空写真撮影業務委託に係る制限付一般競争入札の公告について,大阪府泉南市,大阪府,https://www.city.sennan.lg.jp/material/files/group/9/koukoku.pdf,,,
b3Nha2EveWFvX2NpdHkvMjAyNi8yMDI2MDQwOF8wMDUwNwo=,「第10期八尾市高齢者保健福祉計画及び介護保険事業計画策定支援業務」業務委託に係る条件付一般競争入札の実施について,大阪府八尾市,大阪府,https://www.city.yao.osaka.jp/_res/projects/default_project/_page_/001/020/564/kokuji.pdf,,,
Z292MTAvbmVkb19nby8yMDI2LzIwMjYwNjI0XzAwMDg4Cg==,新卒採用広報活動に係る広報媒体の制作業務（2026年度）,国立研究開発法人新エネルギー・産業技術総合開発機構,神奈川県,https://www.nedo.go.jp/content/800056978.pdf,,,
Z292Ni9qcnR0X2dvLzIwMjMvMjAyMzEyMjZfMDA4MTEK,給食及び清掃業務委託（JRTTニセコ寮）,独立行政法人鉄道建設・運輸施設整備支援機構,神奈川県,https://www.jrtt.go.jp/procurement/system/buppin/koukoku/pdf/62312572532a.pdf,,,
ZnVrdW9rYS9mdWt1b2thX3JvdWRvdWt5b2t1LzIwMjYvMjAyNjAzMDVfMDA4MzIK,令和8年度京セラ製電子複写機・複合機の保守業務委託（単価契約）,厚生労働省福岡労働局,福岡県,https://jsite.mhlw.go.jp/fukuoka-roudoukyoku/content/contents/002585130.pdf,,,
aG9ra2FpZG8vaG9ra2FpZG9fcHJlZi8yMDI2LzIwMjYwNjEyXzAzNDcyCg==,令和8年度環境負荷低減型産業集積・人材育成事業（企業誘致セミナー等）委託業務(R8.6.2開札_総合評価一般競争入札),北海道,北海道,https://www.pref.hokkaido.lg.jp/sm/kmc/261537.html,,,
ZnVrdW9rYS9wb2xpY2VfZnVrdW9rYS8yMDI2LzIwMjYwMjA5XzAxNTk4Cg==,交通規制集データ化業務委託に係る入札について,国家公安委員会（警察庁）福岡県警察,福岡県,https://www.police.pref.fukuoka.jp/data/open/cnt/3/22421/1/120260123detaka.pdf,,,
YWljaGkvbmNnZy8yMDI2LzIwMjYwMzA2XzAxMzE0Cg==,解析機器保守業務委託契約（iScan）,国立研究開発法人国立長寿医療研究センター,愛知県,https://www.ncgg.go.jp/ncgg-chotatsu/documents/20260306.pdf,,,
