prefecture_name,organization_name,cft_issue_year,it_notices,system_development,system_services,software_applications,operations_maintenance,cloud,cybersecurity,network_infrastructure,end_user_computing,data_digital,artificial_intelligence,it_consulting_planning,prefecture_label,previous_it_notices,it_absolute_annual_change,it_yoy_percent,growth_status,system_development_annual_change,system_services_annual_change,software_applications_annual_change,operations_maintenance_annual_change,cloud_annual_change,cybersecurity_annual_change,network_infrastructure_annual_change,end_user_computing_annual_change,data_digital_annual_change,artificial_intelligence_annual_change,it_consulting_planning_annual_change,leading_growth_subgroups,leading_subgroup_increase
北海道,北海道深川市,2024,0,0,0,0,0,0,0,0,0,0,0,0,Hokkaido,1.0,-1.0,-100.0,no_notices,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
北海道,北海道深川市,2025,0,0,0,0,0,0,0,0,0,0,0,0,Hokkaido,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
北海道,厚生労働省北海道労働局,2022,0,0,0,0,0,0,0,0,0,0,0,0,Hokkaido,,,,no_notices,,,,,,,,,,,,,
北海道,厚生労働省北海道労働局,2023,1,1,0,0,0,0,0,0,0,0,0,0,Hokkaido,0.0,1.0,,new_or_returning,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,System development,1.0
北海道,厚生労働省北海道労働局,2024,0,0,0,0,0,0,0,0,0,0,0,0,Hokkaido,1.0,-1.0,-100.0,no_notices,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
北海道,厚生労働省北海道労働局,2025,2,2,0,0,0,0,0,0,0,0,0,0,Hokkaido,0.0,2.0,,new_or_returning,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,System development,2.0
北海道,国土交通省北海道開発局留萌開発建設部,2022,6,2,0,0,4,0,0,2,0,0,0,0,Hokkaido,,,,continuing,,,,,,,,,,,,,
北海道,国土交通省北海道開発局留萌開発建設部,2023,2,1,0,0,2,0,0,0,0,0,0,0,Hokkaido,6.0,-4.0,-66.66666666666667,continuing,-1.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,,0.0
北海道,国土交通省北海道開発局留萌開発建設部,2024,0,0,0,0,0,0,0,0,0,0,0,0,Hokkaido,2.0,-2.0,-100.0,no_notices,-1.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
北海道,国土交通省北海道開発局留萌開発建設部,2025,0,0,0,0,0,0,0,0,0,0,0,0,Hokkaido,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
北海道,国家公安委員会（警察庁）北海道警察本部会計課,2022,0,0,0,0,0,0,0,0,0,0,0,0,Hokkaido,,,,no_notices,,,,,,,,,,,,,
北海道,国家公安委員会（警察庁）北海道警察本部会計課,2023,0,0,0,0,0,0,0,0,0,0,0,0,Hokkaido,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
北海道,国家公安委員会（警察庁）北海道警察本部会計課,2024,4,2,0,0,2,0,0,1,0,0,0,0,Hokkaido,0.0,4.0,,new_or_returning,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,System development | Operations and maintenance,2.0
北海道,国家公安委員会（警察庁）北海道警察本部会計課,2025,2,0,0,0,2,0,0,1,0,0,0,0,Hokkaido,4.0,-2.0,-50.0,continuing,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
北海道,独立行政法人国立病院機構北海道がんセンター,2022,0,0,0,0,0,0,0,0,0,0,0,0,Hokkaido,,,,no_notices,,,,,,,,,,,,,
北海道,独立行政法人国立病院機構北海道がんセンター,2023,1,0,0,0,1,0,0,0,0,0,0,0,Hokkaido,0.0,1.0,,new_or_returning,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operations and maintenance,1.0
北海道,独立行政法人国立病院機構北海道がんセンター,2024,0,0,0,0,0,0,0,0,0,0,0,0,Hokkaido,1.0,-1.0,-100.0,no_notices,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
北海道,独立行政法人国立病院機構北海道がんセンター,2025,1,0,0,1,0,0,0,0,0,0,0,0,Hokkaido,0.0,1.0,,new_or_returning,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Software and applications,1.0
北海道,独立行政法人国立病院機構帯広病院,2022,1,0,0,0,1,0,0,0,0,0,0,0,Hokkaido,,,,continuing,,,,,,,,,,,,,
北海道,独立行政法人国立病院機構帯広病院,2023,0,0,0,0,0,0,0,0,0,0,0,0,Hokkaido,1.0,-1.0,-100.0,no_notices,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
北海道,独立行政法人国立病院機構帯広病院,2024,0,0,0,0,0,0,0,0,0,0,0,0,Hokkaido,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
北海道,独立行政法人国立病院機構帯広病院,2025,0,0,0,0,0,0,0,0,0,0,0,0,Hokkaido,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
北海道,財務省,2022,0,0,0,0,0,0,0,0,0,0,0,0,Hokkaido,,,,no_notices,,,,,,,,,,,,,
北海道,財務省,2023,0,0,0,0,0,0,0,0,0,0,0,0,Hokkaido,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
北海道,財務省,2024,2,2,0,0,0,0,0,0,0,0,0,0,Hokkaido,0.0,2.0,,new_or_returning,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,System development,2.0
北海道,財務省,2025,1,1,0,0,0,0,0,0,0,0,0,0,Hokkaido,2.0,-1.0,-50.0,continuing,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
北海道,防衛省,2022,0,0,0,0,0,0,0,0,0,0,0,0,Hokkaido,,,,no_notices,,,,,,,,,,,,,
北海道,防衛省,2023,0,0,0,0,0,0,0,0,0,0,0,0,Hokkaido,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
北海道,防衛省,2024,1,0,0,0,1,0,0,1,0,0,0,0,Hokkaido,0.0,1.0,,new_or_returning,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Operations and maintenance | Network infrastructure,1.0
北海道,防衛省,2025,0,0,0,0,0,0,0,0,0,0,0,0,Hokkaido,1.0,-1.0,-100.0,no_notices,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,0.0
北海道,防衛省陸上自衛隊北海道補給処,2022,0,0,0,0,0,0,0,0,0,0,0,0,Hokkaido,,,,no_notices,,,,,,,,,,,,,
北海道,防衛省陸上自衛隊北海道補給処,2023,0,0,0,0,0,0,0,0,0,0,0,0,Hokkaido,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
北海道,防衛省陸上自衛隊北海道補給処,2024,1,1,0,0,0,0,0,0,0,0,0,0,Hokkaido,0.0,1.0,,new_or_returning,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,System development,1.0
北海道,防衛省陸上自衛隊北海道補給処,2025,0,0,0,0,0,0,0,0,0,0,0,0,Hokkaido,1.0,-1.0,-100.0,no_notices,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
北海道,防衛省陸上自衛隊北部方面会計隊本部,2022,0,0,0,0,0,0,0,0,0,0,0,0,Hokkaido,,,,no_notices,,,,,,,,,,,,,
北海道,防衛省陸上自衛隊北部方面会計隊本部,2023,0,0,0,0,0,0,0,0,0,0,0,0,Hokkaido,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
北海道,防衛省陸上自衛隊北部方面会計隊本部,2024,2,0,0,2,0,0,0,0,0,0,0,0,Hokkaido,0.0,2.0,,new_or_returning,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Software and applications,2.0
北海道,防衛省陸上自衛隊北部方面会計隊本部,2025,3,0,0,3,0,0,0,0,0,0,0,0,Hokkaido,2.0,1.0,50.0,continuing,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Software and applications,1.0
大阪府,大阪府大阪市,2022,7,2,1,0,2,2,0,0,0,2,0,2,Osaka,,,,continuing,,,,,,,,,,,,,
大阪府,大阪府大阪市,2023,11,5,1,4,4,0,1,0,0,1,0,0,Osaka,7.0,4.0,57.14285714285714,continuing,3.0,0.0,4.0,2.0,-2.0,1.0,0.0,0.0,-1.0,0.0,-2.0,Software and applications,4.0
大阪府,大阪府大阪市,2024,16,5,4,1,6,1,0,1,0,5,0,0,Osaka,11.0,5.0,45.45454545454546,continuing,0.0,3.0,-3.0,2.0,1.0,-1.0,1.0,0.0,4.0,0.0,0.0,Data and digital,4.0
大阪府,大阪府大阪市,2025,9,2,2,0,1,1,1,0,0,2,0,1,Osaka,16.0,-7.0,-43.75,continuing,-3.0,-2.0,-1.0,-5.0,0.0,1.0,-1.0,0.0,-3.0,0.0,1.0,Cybersecurity | IT consulting and planning,1.0
大阪府,大阪府泉南市,2022,0,0,0,0,0,0,0,0,0,0,0,0,Osaka,,,,no_notices,,,,,,,,,,,,,
大阪府,大阪府泉南市,2023,0,0,0,0,0,0,0,0,0,0,0,0,Osaka,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
大阪府,大阪府泉南市,2024,0,0,0,0,0,0,0,0,0,0,0,0,Osaka,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
大阪府,大阪府泉南市,2025,1,0,0,0,1,0,0,0,0,0,0,0,Osaka,0.0,1.0,,new_or_returning,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operations and maintenance,1.0
大阪府,大阪府箕面市,2022,6,2,1,1,2,1,1,2,0,0,1,0,Osaka,,,,continuing,,,,,,,,,,,,,
大阪府,大阪府箕面市,2023,7,4,1,0,1,0,1,0,0,1,0,0,Osaka,6.0,1.0,16.666666666666675,continuing,2.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,0.0,1.0,-1.0,0.0,System development,2.0
大阪府,大阪府箕面市,2024,8,4,0,2,3,0,0,2,0,0,1,0,Osaka,7.0,1.0,14.28571428571428,continuing,0.0,-1.0,2.0,2.0,0.0,-1.0,2.0,0.0,-1.0,1.0,0.0,Software and applications | Operations and maintenance | Network infrastructure,2.0
大阪府,大阪府箕面市,2025,9,7,0,0,0,0,1,2,0,0,0,0,Osaka,8.0,1.0,12.5,continuing,3.0,0.0,-2.0,-3.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,System development,3.0
大阪府,大阪府門真市,2022,2,0,0,0,0,0,0,2,0,0,0,0,Osaka,,,,continuing,,,,,,,,,,,,,
大阪府,大阪府門真市,2023,1,0,0,0,0,0,0,1,0,0,0,0,Osaka,2.0,-1.0,-50.0,continuing,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,0.0
大阪府,大阪府門真市,2024,0,0,0,0,0,0,0,0,0,0,0,0,Osaka,1.0,-1.0,-100.0,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,0.0
大阪府,大阪府門真市,2025,3,0,0,0,3,0,0,0,0,0,0,0,Osaka,0.0,3.0,,new_or_returning,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operations and maintenance,3.0
大阪府,法務省,2022,0,0,0,0,0,0,0,0,0,0,0,0,Osaka,,,,no_notices,,,,,,,,,,,,,
大阪府,法務省,2023,0,0,0,0,0,0,0,0,0,0,0,0,Osaka,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
大阪府,法務省,2024,1,0,0,0,1,0,0,0,0,0,0,0,Osaka,0.0,1.0,,new_or_returning,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operations and maintenance,1.0
大阪府,法務省,2025,0,0,0,0,0,0,0,0,0,0,0,0,Osaka,1.0,-1.0,-100.0,no_notices,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
大阪府,独立行政法人労働者健康安全機構大阪労災病院,2022,0,0,0,0,0,0,0,0,0,0,0,0,Osaka,,,,no_notices,,,,,,,,,,,,,
大阪府,独立行政法人労働者健康安全機構大阪労災病院,2023,0,0,0,0,0,0,0,0,0,0,0,0,Osaka,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
大阪府,独立行政法人労働者健康安全機構大阪労災病院,2024,1,0,0,0,0,0,0,1,0,0,0,0,Osaka,0.0,1.0,,new_or_returning,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Network infrastructure,1.0
大阪府,独立行政法人労働者健康安全機構大阪労災病院,2025,0,0,0,0,0,0,0,0,0,0,0,0,Osaka,1.0,-1.0,-100.0,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,0.0
大阪府,独立行政法人国立病院機構大阪刀根山医療センター,2022,1,0,0,0,1,0,0,0,0,0,0,0,Osaka,,,,continuing,,,,,,,,,,,,,
大阪府,独立行政法人国立病院機構大阪刀根山医療センター,2023,0,0,0,0,0,0,0,0,0,0,0,0,Osaka,1.0,-1.0,-100.0,no_notices,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
大阪府,独立行政法人国立病院機構大阪刀根山医療センター,2024,0,0,0,0,0,0,0,0,0,0,0,0,Osaka,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
大阪府,独立行政法人国立病院機構大阪刀根山医療センター,2025,2,1,0,0,1,0,0,0,0,0,0,1,Osaka,0.0,2.0,,new_or_returning,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,System development | Operations and maintenance | IT consulting and planning,1.0
大阪府,独立行政法人国立病院機構大阪南医療センター,2022,1,0,0,0,0,0,0,0,0,1,0,0,Osaka,,,,continuing,,,,,,,,,,,,,
大阪府,独立行政法人国立病院機構大阪南医療センター,2023,0,0,0,0,0,0,0,0,0,0,0,0,Osaka,1.0,-1.0,-100.0,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,,0.0
大阪府,独立行政法人国立病院機構大阪南医療センター,2024,0,0,0,0,0,0,0,0,0,0,0,0,Osaka,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
大阪府,独立行政法人国立病院機構大阪南医療センター,2025,0,0,0,0,0,0,0,0,0,0,0,0,Osaka,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
大阪府,独立行政法人国立病院機構近畿中央呼吸器センター,2022,2,0,0,0,2,0,0,0,0,0,0,0,Osaka,,,,continuing,,,,,,,,,,,,,
大阪府,独立行政法人国立病院機構近畿中央呼吸器センター,2023,1,0,0,0,1,0,0,0,0,0,0,0,Osaka,2.0,-1.0,-50.0,continuing,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
大阪府,独立行政法人国立病院機構近畿中央呼吸器センター,2024,1,0,0,0,1,0,0,0,0,0,0,0,Osaka,1.0,0.0,0.0,continuing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
大阪府,独立行政法人国立病院機構近畿中央呼吸器センター,2025,1,1,0,0,1,0,0,0,0,0,0,0,Osaka,1.0,0.0,0.0,continuing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,System development,1.0
大阪府,財務省,2022,0,0,0,0,0,0,0,0,0,0,0,0,Osaka,,,,no_notices,,,,,,,,,,,,,
大阪府,財務省,2023,0,0,0,0,0,0,0,0,0,0,0,0,Osaka,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
大阪府,財務省,2024,0,0,0,0,0,0,0,0,0,0,0,0,Osaka,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
大阪府,財務省,2025,1,1,0,0,0,0,0,0,0,0,0,0,Osaka,0.0,1.0,,new_or_returning,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,System development,1.0
大阪府,防衛省,2022,0,0,0,0,0,0,0,0,0,0,0,0,Osaka,,,,no_notices,,,,,,,,,,,,,
大阪府,防衛省,2023,0,0,0,0,0,0,0,0,0,0,0,0,Osaka,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
大阪府,防衛省,2024,1,0,0,0,1,0,0,1,0,0,0,0,Osaka,0.0,1.0,,new_or_returning,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Operations and maintenance | Network infrastructure,1.0
大阪府,防衛省,2025,2,0,0,0,2,0,0,2,0,0,0,0,Osaka,1.0,1.0,100.0,continuing,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Operations and maintenance | Network infrastructure,1.0
大阪府,防衛省自衛隊大阪地方協力本部,2022,0,0,0,0,0,0,0,0,0,0,0,0,Osaka,,,,no_notices,,,,,,,,,,,,,
大阪府,防衛省自衛隊大阪地方協力本部,2023,0,0,0,0,0,0,0,0,0,0,0,0,Osaka,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
大阪府,防衛省自衛隊大阪地方協力本部,2024,0,0,0,0,0,0,0,0,0,0,0,0,Osaka,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
大阪府,防衛省自衛隊大阪地方協力本部,2025,1,0,0,1,0,0,0,0,0,0,0,0,Osaka,0.0,1.0,,new_or_returning,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Software and applications,1.0
愛知県,厚生労働省,2022,0,0,0,0,0,0,0,0,0,0,0,0,Aichi,,,,no_notices,,,,,,,,,,,,,
愛知県,厚生労働省,2023,0,0,0,0,0,0,0,0,0,0,0,0,Aichi,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
愛知県,厚生労働省,2024,1,0,0,0,1,0,0,1,0,0,0,0,Aichi,0.0,1.0,,new_or_returning,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Operations and maintenance | Network infrastructure,1.0
愛知県,厚生労働省,2025,0,0,0,0,0,0,0,0,0,0,0,0,Aichi,1.0,-1.0,-100.0,no_notices,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,0.0
愛知県,厚生労働省愛知労働局,2022,1,0,0,0,1,0,0,1,0,0,0,0,Aichi,,,,continuing,,,,,,,,,,,,,
愛知県,厚生労働省愛知労働局,2023,1,0,0,0,1,0,0,1,0,0,0,0,Aichi,1.0,0.0,0.0,continuing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
愛知県,厚生労働省愛知労働局,2024,1,0,0,0,1,0,0,1,0,0,0,0,Aichi,1.0,0.0,0.0,continuing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
愛知県,厚生労働省愛知労働局,2025,1,0,0,0,1,0,0,1,0,0,0,0,Aichi,1.0,0.0,0.0,continuing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
愛知県,国土交通省中部地方整備局,2022,17,9,1,2,1,1,0,3,0,0,1,0,Aichi,,,,continuing,,,,,,,,,,,,,
愛知県,国土交通省中部地方整備局,2023,8,2,1,1,1,0,0,1,0,0,2,0,Aichi,17.0,-9.0,-52.94117647058824,continuing,-7.0,0.0,-1.0,0.0,-1.0,0.0,-2.0,0.0,0.0,1.0,0.0,Artificial intelligence,1.0
愛知県,国土交通省中部地方整備局,2024,0,0,0,0,0,0,0,0,0,0,0,0,Aichi,8.0,-8.0,-100.0,no_notices,-2.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-2.0,0.0,,0.0
愛知県,国土交通省中部地方整備局,2025,8,5,0,0,3,0,0,1,0,1,0,0,Aichi,0.0,8.0,,new_or_returning,5.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,System development,5.0
愛知県,国土交通省中部地方整備局港湾空港部,2022,5,0,1,0,4,0,0,2,0,0,0,0,Aichi,,,,continuing,,,,,,,,,,,,,
愛知県,国土交通省中部地方整備局港湾空港部,2023,0,0,0,0,0,0,0,0,0,0,0,0,Aichi,5.0,-5.0,-100.0,no_notices,0.0,-1.0,0.0,-4.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,,0.0
愛知県,国土交通省中部地方整備局港湾空港部,2024,0,0,0,0,0,0,0,0,0,0,0,0,Aichi,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
愛知県,国土交通省中部地方整備局港湾空港部,2025,0,0,0,0,0,0,0,0,0,0,0,0,Aichi,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
愛知県,国土交通省中部運輸局,2022,1,0,0,0,1,0,0,1,0,0,0,0,Aichi,,,,continuing,,,,,,,,,,,,,
愛知県,国土交通省中部運輸局,2023,1,0,0,0,1,0,0,1,0,0,0,0,Aichi,1.0,0.0,0.0,continuing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
愛知県,国土交通省中部運輸局,2024,0,0,0,0,0,0,0,0,0,0,0,0,Aichi,1.0,-1.0,-100.0,no_notices,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,0.0
愛知県,国土交通省中部運輸局,2025,1,1,0,0,0,0,0,1,0,0,0,0,Aichi,0.0,1.0,,new_or_returning,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,System development | Network infrastructure,1.0
愛知県,国立研究開発法人国立長寿医療研究センター,2022,3,0,0,0,3,0,0,0,0,0,0,0,Aichi,,,,continuing,,,,,,,,,,,,,
